CRL21831 Simplified FDD TDD CA support with FDD normal + TDD mMIMO site configuration,0,0
LTE4664 #4 eNB LTE4664 Licensed Assisted Access 6CC IoDT   I PHY support for 6CC   data path (UP),1,1
LTE4664 #5 eNB LTE4664 Licensed Assisted Access 6CC IoDT   I PHY support for 6CC   M Plane part,1,1
LTE4701#1 FDD TDD LAA 7CC IODT,0,0
LTE4679 A#2 CBRS CA enhancement (Inter FDD+TDD sites),26,1
LTE4664 #6 6CC LAA PM counters,1,1
LTE2735#1 FDD TDD 2/3CC CA in one logical Airscale eNB using one half sub rack ,5,1
LTE2735#2 FDD TDD 2/3CC CA with 4 layers MIMO in one logical Airscale eNB using one half sub rack ,5,1
LTE2735#4 intra FDD TDD eNB 2/3CC CA inteworking,5,1
LTE3352#1: Intra FDD TDD eNB downlink carrier aggregation 4CC,0,0
LTE3193#1 Intra FDD TDD eNB downlink carrier aggregation 5CC,0,0
LTE2735#3 FDD TDD 2/3CC CA in one logical Airscale eNB using full sub rack,5,1
LTE4679 A#3 Performance Optimization and feature interaction,26,1
LTE4701#2 FDD TDD LAA 6CC (inter FDD+TDD sites) ,0,0
LTE4701#3 FDD TDD LAA 7CC (inter FDD+TDD sites) ,0,0
LTE4667 #1 Direct reporting removal,0,0
LTE4707#1 FDD TDD downlink carrier aggregation 6CC (inter FDD+TDD sites),0,0
LTE4701#4 FDD TDD LAA 6CC/7CC interworking and enhancements,0,0
LTE4603#3 FDD TDD LAA 5CC (intra FDD+TDD eNB),0,0
"LTE4753 #7 7CC LAA configuration and data transmission   DEMO grade phase 1: w/o LTE4667, single UE, stationary scenario",5,1
LTE4707#2 FDD TDD downlink carrier aggregation 6CC (intra FDD+TDD eNB),0,0
LTE4701#5 FDD TDD LAA 7CC (intra FDD+TDD eNB),0,0
LTE4679 A#4 CBRS CA enhancement (intra FDD+TDD eNB),26,1
LTE4753 #11 7CC LAA PM counters,5,1
LTE4754 #1 UE Capability band combinations performance optimizations in UEC,0,0
LTE4667 #2 Peak data rate limiting via modulation order limit   alternative 2,0,0
LTE4667 #4 Calculation of the non GBR metric of multiple serving cells,0,0
LTE4667 #6 Application of RLC split/RLC flow control to intra site DL CA and LAA,0,0
LTE4667 #5 Handling of UE AMBR with DL CA   Alternative 1,0,0
LTE4667 #3 Scheduling information message removal,0,0
LTE4667 #11 IPHY support for LTE4667,0,0
LTE4667 #7 Direct reporting removal – advanced optimizations,0,0
"LTE4664 #10 6CC LAA configuration and data transmission   demo grade phase 3:  w/o LTE4667, single UE, mobility scenario and full operability",1,1
LTE4664 #7 6CC LAA and legacy feature interworking,1,1
"LTE4664 #9 eNB LTE4664 Licensed Assisted Access 6CC IoDT   I PHY support 6CC   RANSim part for mobility scenario, Pcell/Scell Swap",1,1
LTE4664 #8 6CC LAA troubleshooting,1,1
LTE4754 #2 3GPP R13 requestSkipFallback support   stationary scenario,0,0
LTE4754 #6 I PHY support for Enhanced UE CA capability signaling II    R13 requestSkipFallback   signaling part (CP),0,0
LTE4753 #17 LTE4667 2 10 contol flag,5,1
"LTE4753 #1 6CC LAA configuration and data transmission   commercial grade phase 1: with LTE4667, single UE, stationary scenario",5,1
"LTE4753 #22 7CC LAA configuration and data transmission   commercial grade (with LTE4667), single UE, stationary scenario",5,1
LTE4753 #8 7CC LAA I PHY support (CP),5,1
LTE4753 #9 7CC LAA I PHY support (UP),5,1
"LTE3775 #1 6CC CA configuration and data transmission phase 1: with LTE4667, single UE, stationary scenario",0,0
LTE4754 #3 3GPP R13 requestSkipFallback support   mobility scenario,0,0
LTE4754 #7 I PHY support for Enhanced UE CA capability signaling II    R13 requestSkipFallback – mobility scenario (RANSim),0,0
LTE4753 #2 6CC LAA and legacy feature interworking,5,1
RCP1607 Control Plane snapshot support,0,0
LTE4753 #4 6CC LAA configuration and data transmission   multiple UEs commercial deployments,5,1
LTE4753 #3 6CC LAA PCMD,5,1
LTE4753 #10 7CC LAA and legacy feature interworking,5,1
LTE4753 #14 7CC LAA configuration and data transmission   multiple UEs commercial deployments,5,1
LTE4753 #12 7CC LAA PCMD,5,1
LTE4753 #13 7CC LAA troubleshooting,5,1
LTE4754 #4 R14 request different fallbacks (LTE4757 B),0,0
LTE4754 #7 LTE4754 B I PHY support,0,0
LTE4667 #8 Peak data rate limiting via modulation order limit – alternative 1,0,0
LTE4667 #9 Scheduling information message removal – advanced alternatives,0,0
LTE4667 #10 Handling of UE AMBR with DL CA   Alternative 2,0,0
LTE4753 #5 6CC LAA with 2CC UL CA on licensed carriers,5,1
LTE4753 #20 I PHY support for 6CC Interworking with UL CA   data path (UP),5,1
LTE4753 #6 6CC LAA and inter site CA interworking,5,1
LTE4753 #18 I PHY support for 6CC LAA inter site CA interworking   signalling part (CP),5,1
LTE4753 #19 I PHY support for 6CC LAA inter site CA interworking   data path (UP),5,1
LTE4753 #21 I PHY support for 6CC interworking with Inter site CA (TEST),5,1
LTE4753 #15 7CC LAA with 2CC UL CA on licensed carriers,5,1
LTE4753 #16 7CC LAA and inter site CA interworking,5,1
LTE3775 #2 6CC CA and legacy feature interworking,0,0
LTE3775 #3 6CC CA configuration and data transmission phase 2   multiple UE commercial deployments,0,0
LTE3775 #4 6CC CA with 2CC UL CA on licensed carriers,0,0
LTE3775 #5 6CC CA inter site CA interworking,0,0
LTE4754 #5 R13 skip equivalent non contiguous intra band CA combinations (LTE4757 C),0,0
LTE4754 #8 LTE4754 C I PHY support,0,0
RP001783 SRAN Dynamic Spectrum Sharing GSM+LTE,1,1
RP001307 Single Logical SBTS  on  AirScale +  FSMF,11,1
RP002179 SRAN System Upgrade and LTE Migration to SRAN 19,2,1
RP002180 Offline SCF conversion from dedicated RAT BTS to SBTS19,1,1
RP001962 SBTS 19 FSM r3 Air Interface and Transport Performance,0,0
RP001963 SBTS 19 AirScale Air Interface and Transport Performance,0,0
SR001777 Transport Reference Configurations (SRAN19),0,0
CNI 33098_1 Defense against site visit caused by SW loader failure via modifying SW rollback permission check rules in BTS dual core mode,3,1
CNI 35924 SRAN 19 NSA Requirements CNI,7,1
Additional cell sets for Airscale + FSMF,1,1
RP002160 I/Q routing between system modules in SBTS running on AS+FSMF,3,1
FSM r4 ID&OD  Support for sRIO Link Layer Security,0,0
SRAN BTS configurations planner tool,8,1
AirScale Outdoor Subrack AMOC   A.101 regression,0,0
RP002078 SRAN NR concurrent operation with CPRI RF units,6,1
RP002260 Support of dedicated LTE radios   LTE4260 AirScale RRH 4T4R B26a 100W AHCC,12,1
RP002260 Support of dedicated LTE radios   LTE4569 AirScale Dual MAA 16T16R B1 80W AAGA,12,1
RP002260 Support of dedicated LTE radios LTE4570 AirScale Dual MAA 16T16R B3 80W AAEA,12,1
RP002260 Support of dedicated LTE radios in SRAN 19   LTE4571 Airscale Dual MAA 16T16R B1/3 160W AAEGA,12,1
RP002260 Support of dedicated LTE radios in SRAN 19   LTE4637 AirScale RRH 4T4R B30 100W AHNA – in LTE moved to 18A,12,1
RP002260 Support of dedicated LTE radios in SRAN 19   LTE4640 AirScale RFM 6T6R B1 480W ARGA,12,1
RP002260 Support of dedicated LTE radios in SRAN 19   LTE4660 AirScale RRH 2T4R B28 120W AHPD,12,1
RP002260 Support of dedicated LTE radios in SRAN 19 LTE4872 AirScale Micro RRH 2T 1W B46 UNII 1+2+3 AZRC WW,12,1
RP002260 Support of dedicated LTE radios in SRAN 19   LTE4970 AirScale Dual RRH 4T4R B1/3 400W AHEGC,12,1
LTE5035 Cat M context and bearer preemption capability,0,0
LTE5011 NB IoT: Support of NPDCCH format 0,0,0
LTE4966 NB IoT: Coexistence with Combined Supercells,0,0
LTE4885 Cat M1: Peak UL Throughput of 1 Mbps (Rel 14),0,0
LTE4468 NB IoT Peak Rate 115 kbps,0,0
LTE4036 NB IoT: Non anchor carrier,0,0
LTE4473 NB IoT Guardband on 5MHz,0,0
LTE3561 Cat M1: Coverage Extension with CEModeB (10 MHz),0,0
LTE4547 NB IoT: 100km cell range,0,0
LTE4741 Access Class Barring Support for Cat M1,0,0
LTE4598 NB IoT: Load balancing,0,0
LTE4852 Guardband NB IoT for FDD mMIMO,0,0
LTE4858 Standalone NB IoT in B85,0,0
"LTE4679 	Mobility and Carrier Aggregation Operation Robustness for CBRS",9,1
"LTE4664 	Licensed Assisted Access 6CC IoDT",9,1
"LTE4694 	D MIMO for AirScale Indoor Radio",9,1
"LTE4603 	FDD TDD LAA 5CC",9,1
"LTE4519 	Additional FDD TDD Carrier Aggregation band combinations   VII",9,1
"LTE4244 	VoLTE coverage extension by codec rate adaptation",9,1
"LTE4581 	256QAM in UL",9,1
"LTE3717 	Additional Mobility , capacity and retainability counters",9,1
"LTE3775 	FDD downlink carrier aggregation 6CC",9,1
"LTE4155 	Handover restriction based on target PLMN",9,1
"LTE3715 	Additional CA, mobility and RF Quality counters",9,1
"LTE3352 	FDD TDD downlink carrier aggregation 4CC   II",9,1
"LTE3000 	C plane capacity extension in Airscale   ABIA",9,1
"LTE2735 	FDD TDD downlink carrier aggregation with AirScale System Module",9,1
"LTE3193 	FDD TDD downlink carrier aggregation 5CC",9,1
"LTE2971	 DRX profile for public safety",9,1
"LTE4769 	3GPP baseline R14 March 2018",9,1
"LTE4875	LAA Dynamic Power Control",9,1
"LTE5023 	Additional DL and UL CA band combinations – IX",9,1
"LTE4935 	3GPP ASN.1 R15 June 2018 for EN DC",9,1
"LTE4744 	gNB Initiated EN DC Configuration Update",9,1
"LTE4707 	FDD TDD downlink carrier aggregation 6CC",9,1
"LTE4754 	Enhanced UE CA capability signaling II",9,1
"LTE4753 	Licensed Assisted Access 7CC",9,1
"LTE4701 	FDD TDD LAA 7CC",9,1
RP001612 LTE FDD and LTE TDD eNB in SBTS running on AirScale   LTE2294 FDD TDD Coexistence within one eNB,30,1
RP001612 LTE FDD and LTE TDD eNB in SBTS running on AirScale,3,1
RP001201_1 IPv6 based Packet Abis Transport,4,1
IPv6 based Iub,0,0
RP001682 AirScale  Common ASIB PIU SBTS support,3,1
RP002298 Web Element Manager improvements   part 1,4,1
CNI 32450_1 sub 3.8MHz UMTS bandwidth configuration options PoC,3,1
CNI 32277_1 WebEM   Confirmation for activation reset,5,1
CNI 32209_1 WebEM   Centralized RET Management improvements,3,1
CNI 32171_1 WebEM   Operation history view,3,1
RP002157_1 Option1 Flexibility in FSMF Baseband cell set connectivity to Enable smooth LTE introduction,3,1
CNI 35371_1 Adding new RF sets for FHFB,0,0
CNI 34364_1 Support of GSM RAT carriers processing on single DSP when carriers are present on OBSAI and CPRI RF's in SBTS,3,1
Isolated GSM RAT reset for SBTS on AirScale,6,1
CNI 31973_1 300 kHz center to center carrier spacing between GSM and Standalone NB IoT,3,1
RP002003 WCDMA 19 new feature implementation in SBTS  RAN3451 Fast HSUPA bitrate accelerator,14,1
RP002003 WCDMA 19 new feature implementation in SBTS  RAN3458 Enhanced Channel Estimation,14,1
RP002003 WCDMA 19 new feature implementation in SBTS RAN3265 Enhanced RX signal level monitoring,14,1
RP002003 WCDMA 19 new feature implementation in SBTS CNI 23084,14,1
RP002003 WCDMA 19 new feature implementation in SBTS   RAN3444 Load Based HSUPA t put Upsurge,14,1
RP002003 WCDMA 19 new feature implementation in SBTS   RAN3375 Voice Call with Dual Cell HSDPA,14,1
RP002003 WCDMA 19 new feature implementation in SBTS   RAN3433 HSUPA Activity Based Power Control,14,1
RP002004 GSM 19 new feature implementation in SBTS   RG302699,0,0
Dedicated S1/X2 IP addresses,4,1
RP002261 Parity with LTE radio configurations   LTE5045 Nokia 4Tx radio split mode configuration with Airscale SM   SRAN MultiRAT support,0,0
RP002261 Parity with LTE radio configurations   LTE2944 Q BTS Configurations with mixed centralized RFMs   SRAN MultiRAT support,0,0
RP002261 Parity with LTE radio configurations  LTE4971 Additonal Flexible UL CoMP Supported Configurations,0,0
RP002261 Parity with LTE radio configurations    LTE2956 CPRI A RF chaining   SRAN MultiRAT support,0,0
RP002099_1 SBTS support for LTE Only PIMC Solution,0,0
RP002147 SBTS optimized BB allocation for AirScale SM,2,1
RP001407 Continuous BTS product security improvements Part 4,3,1
SBTS LTE   WCDMA (FSME/D) classical  RF sharing,2,1
Ability to re register IMS clients,1,1
Framework for dividing OAM InfoModel META definition into domains,1,1
"Independent expected reset of DCS (graceful/no crash)	",1,1
"CNI 32561_1 Splitting META.so to smaller libraries provided by service owners	",4,1
CNI 29989_1 Removal of IProxy in MOAM,2,1
Independent SW update of OAM DCS,0,0
CNI 28915_1 OAM domains as shared libraries with Loader,3,1
CNI 32887_1 Feasibility study for extraction of Fronthaul Resource Service from MOAM,2,1
RP001543 BTS Default password alarm,3,1
Trouble shooting symptom data automation,4,1
Isolated GSM RAT reset in SBTS on FSMF,3,1
CNI 35837_3 Packet Abis GSM U plane supervision,3,1
RP002251 SBTS(LTE only Mode) support for classical RF Sharing with legacy BTS (WCDMA or GSM).,0,0
RP002152 SBTS support for MSR mode for AirScale RFM 6T6R B5 480W ARCA,2,1
SBTS support for MSR Mode for AirScale RRH 2T4R B1 120W AHGA,0,0
 SBTS support for MSR mode for AirScale RFM 6T6R B1 480W ARGA,1,1
CNI 32889_1 Correct executors propagation between two nodes,0,0
CNI 30440_1 Fast Track: SHDF master capability check for network level phase sync services activation,3,1
CNI 18227_1 Changing the default DC voltage parameter to 'off' for HW protection purpose,0,0
RP001063 Continuous BTS product security improvements Part 3   CNI 36883,0,0
SRCR0029 PDL validation rules for HW configuration,2,1
CNI 33755_1 Correct the allowed spectrum overlap with various LTE spectrum optimized features before triggering an alarm,2,1
CNI 30980_1 Request to add undo action in Commissioning Wizard,2,1
CNI 32095_1 WebEM   Site view enhancements,3,1
EC EGPRS support in SRAN,2,1
WBTS software quality improvements,0,0
CNI 33868_1 Independent unexpected reset of DCS (graceful/no crash),0,0
CNI 35232_2 Introduce syscom message distribution over RapidIO mbx/letter,0,0
SR000834: 2 additional counters required for full feature parity with LTE2417,1,1
CNI 33846_1 WebEM performance improvements   Core optimization (business logic) Edit CommentAssignMoreRe open  Export,3,1
CNI 33845_1 WebEM performance improvements   GUI improvements,3,1
CNI 23768_1 Synchronize RT & NRT crashdumps completion before shutdown,0,0
CNI 31510_2 Control the enabling of RAN3269 by introducing a commissioning parameter,3,1
CNI 38246_1 Galaxy RRHs 256QAM Back Offs,0,0
CNI 30814_1 Short link break functionality on Rel5.1 radio moved to SBTS18 SP,0,0
RP002181 Remote mass migration by NetAct from WCDMA to SRAN 19,2,1
RP002132 Load based Power Saving for AirScale SM for WCDMA for Energy Efficiency,1,1
CNI 20790_1 Automatic power port reset for FPFH,1,1
RP002244_1 TD LTE only mode on FSMF and FSIH,1,1
RP002239 AirScale Indoor Radio support in SRAN,0,0
CNI 33367_1 Enhacement of defense against corruption of SBTS local stored model persistent files (CNI 24657),3,1
CNI 37209_1 RF cell set specification to be corrected as consequence of Nahka URS correction,0,0
RP002136_1 Remote migration by BTS EM from GSM to SRAN 18A,0,0
CNI 33347_1 CMP/CRL autonomous operations update,0,0
IP based Filtering for BTS Site Support Equipment,0,0
DHCP Server for BTS Site Support Equipment,0,0
LTE User Layer TCP MSS clamping,0,0
SBTS satellite backhaul,0,0
GNSS   Operation Mode and Tracking,0,0
GNSS Manual Location Entry,1,1
IPsec Expert Mode,0,0
SFP data availability via BTS CLI,0,0
Stateful reflector for TWAMP,0,0
ToP with Phase Sync Resiliency,0,0
Remote FPFD PDU control enhancements,2,1
Basic IP routing for SSE traffic,0,0
TRS Separation For Up To 6 Operator,3,1
"RP002012_1 Automatic Access Class Barring Alarms, Counters and Status Enhancement",2,1
BTS configurable identifier,0,0
RP001994_1 Warm Reset for Capacity Modules,3,1
RP001917 BTSMED Active Active resiliency,3,1
Support for 1024 unsupervised S1 U links,0,0
RP002193 Flat SOAM validation,0,0
RP002086_5 Flat SOAM,3,1
LTE Plug and Play Feature Parity for Single BTS OAM,4,1
BTSMED Support for BTS Plug and Play,1,1
RP002209 Switchover from BTS Mediator to Direct Integration,3,1
Ethernet OAM,2,1
7750 SR as Security Gateway,0,0
Spare parameters,0,0
RP001847 Hidden Parameters for not Released Features and HW variants,3,1
Support of LTE MBMS in SRAN,0,0
RP002238_1 Multiple BTSMEDs,3,1
RP002025 Backplane Interfaces for Subrack Sharing,0,0
RP002043_1 PCMD for NB IoT,0,0
RP002096 Increase the no. of supervised S1 U links,0,0
RP001941_1 Dynamic eNB Inner IP Address change with IPSec Tunnel switch,1,1
RP001974 FQDN Support in BTS for Sec GW addressing,2,1
RP001730 Fronthaul switch support on SBTS (LTE only configurations),0,0
RP001580_1 Fronthaul Protection Switch with WDM,0,0
RP001825 Fault signature on autonomous BTS resets_RF platform,3,1
RP002216_1 Load based Power Saving for AirScale SM for LTE for Energy Efficiency ,1,1
RP001362 AirScale enhanced recovery functionality,3,1
RP002103_1 Firewall m plane rate limiter & counters,1,1
RP002207 System Migration from LTE OMS to Direct Integration,1,1
"RP001947 GPS, time and synchronization management via WebEM Remote Tool",0,0
RP002215_1 BTS COAM support for Trace,2,1
Category for Obsolete parameters,0,0
RP002231_1 WBTS Migration to SBTS Direct Integration,1,1
AirScale   SBTS Antenna Line Management,0,0
SBTS Antenna Line Management in SRAN RTU,0,0
SBTS MHA RTU,1,1
SBTS RET RTU,1,1
RP002058 Automatic MEP MAC address population,2,1
Worldwide commercial and regulatory requirements for BTS,1,1
5GC001179 CFAM CP3   BTS Fronthaul CPRI 7/10   10/25GE QSFP+/QSFP28 Base Line,4,1
5GC001179 A BTS Fronthaul CPRI 7 QSFP+/QSFP28 Base Line,4,1
5GC001179 FS1TA   BTS Fronthaul CPRI 7/10   10/25GE QSFP+/QSFP28 Base Line,4,1
5GC000848 A   BTS Fronthaul 25G SFP28 Dual Core base line,1,1
5GC000848 CFAM CP3   BTS Fronthaul 25G SFP28 Dual Core base line,1,1
5GC000719 A   AirScale Dual RRH 4T4R B12/71 240W AHLOA,1,1
5GC000850 CFAM CP3   BTS Fronthaul 10G SFP+ CWDM,0,0
5GC000850 A   BTS Fronthaul 10G SFP+ CWDM,0,0
5GC000836 D   Basic FDD scheduler,2,1
5GC000836 CA   Cell setup FDD,2,1
5GC000836 O   FDD Counters,2,1
5GC000836 J   FDD Scheduler Improvment,2,1
5GC000836 CFAM CP2   5 20 MHz cell bandwidth   FDD,2,1
5GC000836 GA   L3 NSA FDD call & traffic,2,1
5GC000836 AA   RRH Configuration,2,1
5GC001075 G 60 Mhz cmWave Link Adaptation,2,1
5GC001075 D 60 Mhz cell bandwidth for cmWave   L3 / O&M / Airphone,2,1
5GC001075 C 60 Mhz cell bandwidth for cmWave   L2,2,1
5GC001075 A 60 Mhz cell bandwidth for cmWave   L1,2,1
5GC000637 A   Successful Xn setup procedure,4,1
5GC000637 CFAM CP3   Xn management,4,1
5GC000637 CFAM CP2   Xn management,4,1
5GC000638 A   Basic Cell/SIB/NG Setup to support L3 Call,5,1
5GC000638 CFAM CP3,5,1
5GC000638 CFAM CP2,5,1
"5GC000851 A   L1  BTS Fronthaul 25G SFP28 Single Core 	",2,1
5GC000851 TRS A,2,1
"5GC000851 CFAM CP3   BTS Fronthaul 25G SFP28 Single Core 	",2,1
5GC000695 CFAM CP3   AirPhone Traffic,0,0
5GC000695 A   EPS bearer setup in SA mode: static configuration,0,0
5GC000898 FS1TA   gNB deployment   II,0,0
5GC000898 CFAM CP3   gNB deployment   II,0,0
5GC000399 CFAM CP3   Ethernet Fronthaul interface,33,1
5GC000399 CFAM CP2   Ethernet Fronthaul interface,33,1
5GC000399 N   L1 split and data transfer with mmWave RU,33,1
5GC000399 M   [No eCPRI M Plane] No eCPRI M plane RAU configuration,33,1
5GC000399 K   Flexible configuration support for eCPRI and supporting Interface updates ,33,1
5GC000399 LL   [RP1 M Plane] U plane peer transport parameter configuration on RU,33,1
5GC000399 H   [RP1 M Plane] 5G NB snapshot from eCPRI RU crash logs,33,1
5GC000399 L   U plane peer transport parameter configuration ,33,1
5GC000399 G   eLLF Testability including eCPRI capture at RAU as part of 5G NB snapshot.,33,1
5GC000399 I   [RP1 M Plane] Performance Management,33,1
5GC000399 F   L3 Call with eCPRI based radio,33,1
5GC000399 E   [RP1 M Plane] Fault Management,33,1
5GC000682 CFAM CP1   VVNF RAC on Third Party Infrastructure: Generic approach,0,0
5GC000399 J   RRM Parity Tests,33,1
5GC000399 BB   [RP1 M Plane] Carrier configuration and activation on RU,33,1
5GC000399 D   Short fiber delay management with eLLF,33,1
5GC000399 A   Startup with eCPRI [5GCR00517: no eCPRI M plane],33,1
5GC000399 CFAM CP1   Ethernet Fronthaul interface,33,1
5GC000399 B   L1High in ABIL and L1Low in RU,33,1
5GC000399 C   [RP1 M Plane] eLLF RU SW management for WMP,33,1
5GC000703 B    Introduce 2 ABIL configuration block in cmWave using 2 ABILs with maximum of 16 DL layers and 16 UL layers,19,1
5GC000703 CFAM CP2   5G RAP configurations cmWave CPRI,19,1
5GC000703 C    Support to increased L1 capacity in the ABIL board,19,1
5GC000703 CFAM CP3   5G RAP configurations cmWave CPRI,19,1
5GC000703 A   Introduces support for the 2 initial cmWave configurations using 1 ABIL board,19,1
5GC000681 TRS   Dual Stack IPv4/IPv6 for NG /Xn interfaces in SA deployment,3,1
5GC000681 F   configuring dual stack IP addresses under same VLAN simutaneously,3,1
5GC000681 D   SCTP related functionalities like SCTP establishment failure handling  supervision and error detection  reestablishment  termination and remote peer side congestion handling;Control plan,3,1
5GC000681 E   GTP U management messages supporting and extension header supporting;User plane related counters,3,1
5GC000681 B   data transmission on Xn U and NG U with single stack and dual stack,3,1
5GC000681 CFAM CP2   TRS Support of SA interfaces (XN and NG) over IPv4 / IPv6,3,1
5GC000681 C   SCTP association setup for Xn C and NG C with dual stack supporting,3,1
5GC000681 A   Dual Stack IPv4/IPv6 for NG /Xn interfaces in SA deployment,3,1
5GC000742 CFAM CP3   System Information Broadcast 1 4,4,1
5GC000742 A   System Information Broadcast 1 4,4,1
5GC000742 CFAM CP2   System Information Broadcast 1 4,4,1
5GC000414 E   Introduces the mmWave configurations that use increased ABIL L1 capacity,29,1
5GC000414 CFAM CP3   Supported 5G RAP configurations IV,29,1
5GC000414 F   Mixed configuration support with SCF input based L1 FPGA image selection,29,1
5GC000414 A   Support the simplest 5G18A legacy configuration with 1 ABIL board and maximum of 400MHz BW (4x50/100MHz carriers),29,1
5GC000414 B   Support for mmWave configurations blocks using 2 ABILs with maximum of 800MHz BW (8x50/100MHz),29,1
5GC000414 C   Support for mixed configuration blocks using mmWave and cmWave blocks and CPRI fronthaul,29,1
"5GC000414 H   TDD, mixed configurations and L1 image selection concerning TMO requirements",29,1
5GC000414 CFAM CP2   Supported 5G RAP configurations IV,29,1
5GC000419 A   AMOC outdoor sub rack for 5G,3,1
5GC000419 CFAM CP1   AMOC outdoor sub rack for 5G,3,1
5GC000702 A   cmWave eCPRI config blocks with 2DL 2UL or 4DL 2UL cells,7,1
5GC000702 CFAM CP2   5G RAP configurations: cmWave eCPRI,7,1
5GC000694 FS1TA   AirPhone Scenario,0,0
5GC000694 CFAM CP1   AirPhone Scenario,0,0
5GC000694 CFAM CP2   AirPhone Scenario,0,0
5GC000694 CFAM CP3   AirPhone Scenario,0,0
5GC000694 A   AirPhone configuration commands,0,0
5GC000624 CFAM CP2   Combine to 5GI000091,1,1
5GC000624 CFAM CP3   25GBase SR Optical GE Interface,1,1
5GC000624 A   10/25GBase SR Optical GE Interface,1,1
5GC000625 CFAM CP2   Combine to 5GI000091,1,1
5GC000625 CFAM CP1   Combine to 5GI000091,1,1
5GC000625 A   25GBase LR Optical GE Interface,1,1
5GC000625 FS1TA   25GBase LR Optical GE Interface,1,1
5GC000625 CFAM CP3   25GBase LR Optical GE Interface,1,1
5GC000578 G   Support of Truncated BSR and UP PM counters,0,0
5GC000578 D   Support by SgNB of SRB3 for a service of F1AP UL RRC MESSAGE TRANSFER used to receive UL RRCReconfigurationComplete and MeasurementReport,0,0
5GC000578 C   Support by SgNB of SRB3 for a service of F1AP DL RRC MESSAGE TRANSFER used to send DL RRCReconfiguration.,0,0
5GC000578 B   SRB3 failure cases,0,0
5GC000578 F   Support by SgNB of release of SRB3 after reception of an X2AP SGNB RELEASE CONFIRM message,0,0
5GC000578 E   Support by SgNB of release of SRB3 after reception of an X2AP SGNB RELEASE REQUEST message.,0,0
5GC000578 A   Direct RRC signaling for NSA mode 3x operation,0,0
5GC000578 CFAM CP3   Direct RRC signaling for NSA mode 3x operation,0,0
5GC000578 CFAM CP1   Direct RRC signaling for NSA mode 3x operation,0,0
5GC000578 CFAM CP2   Direct RRC signaling for NSA mode 3x operation,0,0
5GC000553 CFAM CP3   eLLF Transport,7,1
5GC000553 FS1TA   eLLF Transport,7,1
5GC000553 A   RU No M plane,7,1
5GC000553 CFAM CP1   eLLF Transport,7,1
5GC000553 CFAM CP2   eLLF Transport,7,1
5GC000561 CFAM CP1   eLLF Grandmaster Support in RAU,3,1
5GC000561 A   eLLF Grandmaster Support in RAU,3,1
5GC000561 CFAM CP3   eLLF Grandmaster Support in RAU,3,1
5GC000561 FS1TA   eLLF Grandmaster Support in RAU,3,1
5GC000560 CFAM CP3   eLLF Sync Slave RU,7,1
5GC000853 CFAM CP3   NAS transfer (SA mode),0,0
5GC000853 A    NAS transfer (SA mode),0,0
5GC000853 CFAM CP2   NAS transfer (SA mode),0,0
5GC000853 CFAM CP1   NAS transfer (SA mode),0,0
